Device_id, total # of records, # of good records, # of bad records
20635F00C8000015,0,0,0
20635F00C8000062,39,1,38
20635F00C8000063,40,0,40
20635F00C8000064,32,1,31
20635F00C8000065,29,2,27
20635F00C8000066,39,4,35
20635F00C8000067,26,2,24
20635F00C8000068,26,0,26
20635F00C8000069,31,2,29
20635F00C800006A,23,0,23
20635F00C800006B,0,0,0
20635F00C8000080,36,0,36
20635F00C8000081,66,5,61
20635F00C8000082,61,7,54
20635F00C8000083,57,2,55
20635F00C8000084,175,94,81
20635F00C8000085,56,4,52
20635F00C8000086,59,1,58
20635F00C8000087,33,2,31
20635F00C8000088,51,3,48
20635F00C8000089,52,1,51
20635F00C80000A8,89,59,30
20635F00C80000A9,63,1,62
20635F00C80000AA,33,0,33
20635F00C80000AB,61,2,59
20635F00C80000AC,31,1,30
20635F00C80000AD,20,0,20
20635F00C80000AE,36,0,36
20635F00C80000AF,67,39,28
20635F00C80000B0,24,0,24
20635F00C80000B1,165,112,53
20635F00C80000BC,43,2,41
20635F00C80000BD,44,2,42
20635F00C80000BE,135,65,70
20635F00C80000BF,60,1,59
20635F00C80000C0,26,1,25
20635F00C80000C1,58,4,54
20635F00C80000C2,54,1,53
20635F00C80000C3,31,1,30
20635F00C80000C4,50,1,49
20635F00C80000C5,30,2,28
20635F00C80000E4,54,4,50
20635F00C80000E5,0,0,0
20635F00C80000E6,0,0,0
20635F00C80000E7,55,55,0
20635F00C80000E8,92,6,86
20635F00C80000E9,39,2,37
20635F00C80000EA,0,0,0
20635F00C80000EB,0,0,0
20635F00C80000EC,0,0,0
20635F00C80000ED,44,1,43
20635F010700005D,0,0,0
20635F01070000A5,0,0,0
Overall,2335,493,1842
