Device_id, total # of records, # of good records, # of bad records
20635F00C8000015,0,0,0
20635F00C8000062,86,1,85
20635F00C8000063,38,1,37
20635F00C8000064,123,2,121
20635F00C8000065,44,4,40
20635F00C8000066,101,2,99
20635F00C8000067,106,2,104
20635F00C8000068,133,1,132
20635F00C8000069,43,3,40
20635F00C800006A,84,8,76
20635F00C800006B,0,0,0
20635F00C8000080,52,3,49
20635F00C8000081,175,2,173
20635F00C8000082,82,4,78
20635F00C8000083,78,3,75
20635F00C8000084,250,2,248
20635F00C8000085,118,1,117
20635F00C8000086,93,2,91
20635F00C8000087,131,2,129
20635F00C8000088,87,1,86
20635F00C8000089,32,1,31
20635F00C80000A8,177,1,176
20635F00C80000A9,89,4,85
20635F00C80000AA,123,1,122
20635F00C80000AB,64,5,59
20635F00C80000AC,53,1,52
20635F00C80000AD,139,3,136
20635F00C80000AE,147,2,145
20635F00C80000AF,178,1,177
20635F00C80000B0,58,2,56
20635F00C80000B1,108,1,107
20635F00C80000BC,67,4,63
20635F00C80000BD,62,5,57
20635F00C80000BE,197,0,197
20635F00C80000BF,83,2,81
20635F00C80000C0,3,0,3
20635F00C80000C1,63,5,58
20635F00C80000C2,129,1,128
20635F00C80000C3,180,2,178
20635F00C80000C4,130,2,128
20635F00C80000C5,60,5,55
20635F00C80000E4,61,3,58
20635F00C80000E5,0,0,0
20635F00C80000E6,0,0,0
20635F00C80000E7,2,2,0
20635F00C80000E8,85,4,81
20635F00C80000E9,49,5,44
20635F00C80000EA,0,0,0
20635F00C80000EB,0,0,0
20635F00C80000EC,0,0,0
20635F00C80000ED,58,8,50
20635F010700005D,0,0,0
20635F01070000A5,0,0,0
Overall,4221,114,4107
